ID,marital_status,Nacionality,Application_mode,Course,Previous_qualification,Mother_qualification,Father_qualification
2045,1,1,1,12,1,13,1
2046,1,1,1,12,1,22,1
2047,1,1,8,13,1,23,14
2048,1,1,8,12,1,3,1
2049,1,1,1,12,1,1,14
2050,1,1,1,10,1,22,28
2051,1,1,8,10,1,23,28
2052,1,1,1,15,1,1,14
2054,1,1,1,13,1,1,14
2055,1,14,1,5,1,22,14
2056,1,1,17,4,16,1,14
2058,1,1,1,9,1,1,14
2059,1,1,15,6,14,23,27
2060,1,1,8,12,1,13,27
2061,1,1,8,13,1,13,14
2062,1,1,1,12,1,1,1
2063,1,1,1,6,1,23,28
2064,1,1,8,9,1,23,14
2065,1,1,1,16,1,1,28
2066,1,1,1,11,1,13,1
2067,1,1,8,5,1,4,1
2069,1,1,8,9,1,22,1
2070,1,1,1,14,1,1,27
2071,1,1,1,12,1,13,3
2072,1,1,1,14,1,23,28
2073,1,1,1,6,1,1,14
2074,1,1,1,10,1,13,28
2075,1,1,8,10,1,22,27
2076,1,1,1,10,1,23,1
2077,1,1,8,12,1,13,27
2078,1,1,8,12,1,3,3
2079,1,1,1,12,1,23,28
2080,1,1,1,12,1,23,27
2081,1,1,1,12,1,4,4
2082,1,1,1,12,1,22,27
2083,1,1,1,15,1,3,1
2084,1,1,1,15,1,13,27
2085,1,1,1,15,1,13,27
2086,1,1,4,3,3,1,1
2087,1,1,8,8,1,3,2
2088,1,1,1,12,1,13,14
2089,1,1,12,14,12,1,1
2090,1,1,1,12,1,23,27
2092,1,1,1,12,1,5,4
2093,1,1,1,12,1,22,27
2094,1,1,8,16,1,3,3
2095,1,1,14,8,1,3,3
2096,1,1,4,12,3,3,1
2097,1,1,1,10,1,23,1
2098,1,1,9,12,1,22,14
2099,1,1,8,11,1,13,14
2101,1,1,9,3,1,1,1
2102,1,1,1,12,1,22,27
2103,1,1,1,15,1,19,14
2104,1,1,1,10,1,13,28
2107,1,1,1,15,1,22,27
2109,1,1,15,6,14,3,3
2111,1,1,8,4,1,13,1
2112,1,1,1,13,1,13,14
2113,1,1,1,10,1,23,28
2114,1,1,8,16,1,23,27
2115,1,1,8,14,1,1,14
2116,1,1,1,10,1,1,14
2117,1,1,1,12,1,23,28
2118,1,4,1,15,1,10,10
2120,1,1,8,6,1,13,14
2121,1,1,1,9,1,1,28
2122,1,1,1,9,1,22,27
2123,1,1,8,10,1,1,14
2124,1,1,1,2,1,5,3
2125,1,1,14,11,1,23,28
2126,1,1,8,12,1,23,1
2127,1,1,1,12,1,12,13
2128,1,1,1,2,1,13,14
2129,1,1,1,5,1,13,1
2131,1,1,1,10,1,1,27
2132,1,1,1,9,1,13,27
2133,1,1,8,12,1,1,1
2134,1,1,1,12,1,13,28
2135,1,1,12,11,1,13,1
2136,1,1,8,5,1,22,27
2137,1,1,1,15,1,23,14
2138,1,1,8,13,1,13,28
2139,1,1,1,9,1,13,14
2141,1,1,8,6,1,23,27
2142,1,1,8,10,1,1,1
2143,1,1,1,2,1,3,1
2144,2,1,12,3,9,22,27
2146,1,1,1,5,1,22,27
2147,1,1,1,11,1,23,14
2148,1,1,5,6,1,13,14
2149,1,1,1,10,1,23,27
2150,1,1,1,16,1,1,14
2152,1,1,1,12,1,23,27
2153,1,1,13,10,1,1,14
2154,1,1,1,5,1,23,14
2155,1,1,1,12,1,13,14
2157,1,1,15,6,14,22,14
2158,1,1,1,16,1,3,1
2159,1,1,8,11,1,22,27
2160,1,1,1,12,1,1,3
2161,1,1,8,14,1,19,27
2162,1,1,8,10,1,13,27
2163,1,1,8,12,1,1,1
2164,1,1,1,15,1,1,1
2165,1,1,15,10,14,1,1
2166,1,1,8,12,1,23,27
2167,1,1,1,9,1,23,28
2168,1,1,9,12,1,1,3
2169,1,1,8,14,1,3,3
2170,1,1,1,12,1,1,1
2171,1,1,15,6,14,1,14
2172,2,1,4,5,17,22,1
2173,1,1,1,6,1,10,2
2174,1,1,14,10,1,1,28
2175,1,1,1,2,1,13,28
2176,1,1,1,5,1,1,1
2177,1,1,14,3,6,19,24
2178,1,1,8,12,1,1,1
2179,1,1,1,15,1,23,27
2180,1,1,8,2,1,23,28
2181,1,1,8,10,1,13,14
2182,1,1,14,12,1,13,14
2183,1,1,13,16,1,22,14
2185,1,1,8,11,1,13,14
2187,1,1,1,12,1,13,28
2188,1,1,8,11,1,3,1
2189,1,1,8,15,1,1,1
2191,1,1,1,12,1,4,14
2192,1,1,12,4,1,3,1
2194,1,1,1,2,1,22,14
2198,1,1,1,9,1,23,28
2199,1,1,12,13,1,1,1
2200,1,1,12,3,1,22,27
2201,1,1,12,12,1,23,3
2202,1,1,8,11,1,13,28
2203,2,1,4,2,3,13,14
2204,1,1,3,5,1,1,1
2206,1,1,1,9,1,24,29
2209,1,1,1,15,1,1,28
2210,1,1,1,12,1,1,1
2211,1,1,1,5,1,22,27
2213,1,1,1,10,1,13,28
2214,1,1,15,4,14,13,14
2216,1,1,9,13,1,3,3
2217,1,1,7,9,1,13,14
2218,1,1,4,15,17,13,1
2219,1,1,1,5,1,22,1
2220,1,1,12,12,1,1,1
2221,1,1,1,12,1,1,3
2223,1,1,8,2,1,23,27
2224,1,1,1,12,1,13,14
2225,1,1,14,11,1,22,27
2226,1,1,1,14,1,3,3
2227,1,1,14,4,1,22,27
2228,2,1,12,15,1,22,28
2229,1,1,1,5,1,1,1
2230,1,1,1,2,1,1,28
2231,1,1,1,2,1,3,3
2232,1,1,14,9,1,1,3
2233,1,1,14,11,6,19,24
2235,1,1,1,2,1,13,14
2237,1,1,12,11,12,23,27
2240,1,1,12,11,1,3,1
2243,1,1,8,12,1,23,27
2244,1,1,12,11,12,22,27
2245,1,1,8,10,1,22,27
2248,1,1,15,7,1,22,10
2249,1,1,1,8,1,1,1
2250,1,1,15,10,14,1,1
2251,1,1,7,2,1,13,27
2252,1,1,4,6,15,5,3
2253,1,1,12,7,9,19,24
2254,1,1,12,17,1,13,27
2255,1,1,12,11,1,22,27
2256,1,1,4,1,15,23,27
2258,1,1,4,5,3,4,4
2259,2,1,12,3,12,22,27
2261,1,1,14,9,1,1,1
2262,1,1,1,11,1,2,1
2263,1,1,12,4,1,23,28
2266,1,1,4,4,3,24,29
2267,1,1,1,9,1,3,1
2268,1,1,14,12,1,3,4
2269,2,1,12,17,1,22,27
2270,2,1,4,17,3,19,24
2271,1,1,8,5,1,22,28
2272,2,1,12,17,12,22,1
2273,2,1,1,3,1,19,24
2274,2,1,12,2,12,22,27
2275,1,1,1,17,1,1,3
2276,2,1,12,3,12,22,27
2277,1,1,16,15,1,1,32
2279,2,1,14,3,1,22,27
2280,1,1,14,4,1,1,2
2282,1,1,1,11,1,23,1
2283,1,1,14,10,14,2,1
2285,2,1,13,9,1,22,27
2286,1,1,12,17,1,13,27
2287,1,1,8,11,1,1,1
2289,1,1,12,17,1,3,28
2290,1,1,13,7,1,5,5
2291,1,1,1,10,1,22,27
2292,1,1,9,9,1,19,24
2293,1,1,1,15,1,13,27
2294,1,1,8,2,1,1,27
2295,1,1,8,14,1,1,28
2296,1,1,14,9,1,1,14
2297,1,1,1,10,1,4,5
2298,1,1,1,10,1,1,1
2299,1,1,12,11,14,1,1
2304,1,1,8,9,1,1,14
2306,1,1,4,8,3,2,28
2307,4,1,14,17,13,3,1
2308,1,1,1,12,1,13,1
2309,1,1,8,7,1,1,28
2310,1,1,1,10,1,13,28
2311,1,1,1,12,1,1,14
2312,1,1,1,9,1,19,14
2313,1,1,15,8,14,22,27
2314,1,1,1,10,1,1,1
2315,1,1,1,8,1,13,27
2316,1,1,12,7,12,1,1
2317,1,1,12,17,1,3,1
2318,1,1,1,5,1,1,1
2319,1,1,8,11,1,1,1
2320,4,1,12,10,1,13,3
2322,2,1,12,17,1,22,27
2324,1,1,9,10,1,1,3
2325,2,1,12,7,1,22,27
2327,2,1,12,17,1,22,27
2328,1,1,1,2,1,23,14
2329,2,1,12,5,9,22,28
2330,1,1,14,3,1,19,24
2331,1,1,12,4,1,13,27
2332,1,1,12,4,1,1,14
2333,1,1,1,2,1,8,8
2334,1,1,1,14,1,23,27
2335,1,1,8,5,1,1,1
2336,1,1,14,17,1,22,14
2337,1,1,12,8,1,1,28
2338,1,1,8,7,1,23,28
2340,1,1,12,4,1,22,27
2342,1,1,14,4,1,2,4
2343,1,1,8,17,1,22,14
2344,1,1,8,12,1,3,3
2345,1,1,17,6,16,1,14
2347,1,1,9,7,1,1,1
2348,1,1,12,14,1,13,14
2349,4,1,12,11,1,22,14
2350,1,1,9,12,1,13,3
2351,1,1,15,8,14,2,1
2352,1,1,1,8,1,3,3
2353,1,1,8,14,1,22,27
2354,1,1,1,6,1,22,14
2355,1,1,8,14,1,3,1
2356,1,1,1,2,1,1,1
2357,1,1,15,4,14,1,28
2358,1,1,12,4,1,3,3
2359,1,1,8,11,1,1,1
2361,1,1,13,15,1,13,6
2362,1,1,1,9,1,13,14
2365,1,1,9,15,1,1,1
2367,1,1,8,8,1,10,10
2369,1,1,12,8,1,1,14
2371,1,1,1,2,1,13,3
2375,1,1,1,14,1,22,27
2376,1,1,12,9,1,22,1
2377,1,1,12,9,1,22,27
2378,1,1,14,17,1,3,4
2379,1,1,1,8,1,2,27
2380,1,1,8,11,1,1,14
2381,1,1,1,5,1,13,28
2382,1,1,4,7,15,1,1
2385,1,1,15,5,14,13,28
2387,1,1,1,2,1,1,28
2388,1,1,8,9,1,23,14
2389,1,1,12,10,1,13,1
2390,2,1,12,4,1,1,27
2391,1,1,14,4,1,22,1
2393,1,1,1,11,1,4,14
2394,1,1,8,9,1,22,27
2396,1,1,12,4,1,1,3
2398,1,1,8,15,1,3,14
2399,1,1,8,12,1,1,1
2400,4,1,12,3,12,1,27
2401,2,1,12,17,1,22,27
2402,1,1,1,9,1,13,14
2403,1,1,1,12,1,23,27
2404,1,1,1,12,1,1,28
2405,2,1,12,3,1,22,27
2406,2,1,12,2,9,22,27
2407,4,1,12,12,12,22,28
2408,1,1,9,17,1,28,30
2409,2,1,12,17,1,22,27
2410,1,1,4,7,3,19,24
2411,2,1,12,3,1,19,24
2413,2,1,12,3,1,19,24
2414,1,1,14,9,1,19,27
2415,1,1,14,10,1,19,21
2416,1,1,8,5,1,22,27
2417,1,1,14,17,1,22,27
2418,1,1,17,2,16,1,14
2420,1,1,12,6,2,23,28
2421,2,1,12,17,12,22,27
2422,1,1,12,4,1,22,27
2423,1,1,12,4,1,1,27
2424,1,1,12,7,1,22,27
2425,1,1,12,9,13,13,28
2426,1,1,12,17,1,13,28
2427,2,1,12,14,1,22,27
2428,1,1,12,4,12,1,14
2429,1,1,13,7,1,19,24
2430,1,1,1,15,1,23,28
2431,1,1,1,17,1,23,27
2432,1,1,1,15,1,23,28
2435,1,1,13,7,1,23,27
2436,1,1,12,4,1,1,3
2437,1,1,1,7,1,22,27
2438,1,1,4,4,3,1,28
2439,1,1,14,14,6,19,24
2440,1,1,9,9,1,1,28
2442,2,1,14,14,1,19,24
2443,2,1,12,4,3,3,14
2444,1,1,1,16,1,19,24
2446,1,1,4,17,15,22,27
2447,2,1,12,11,12,22,14
2448,1,1,12,7,12,22,27
2449,1,1,4,17,3,22,27
2451,1,1,12,4,1,1,3
2452,1,1,1,6,1,1,1
2454,1,1,9,7,1,3,14
2455,1,1,15,4,14,13,14
2456,1,1,12,5,1,22,27
2458,1,1,8,7,1,10,14
2459,1,1,1,9,1,13,27
2460,2,1,12,15,1,22,27
2461,1,1,9,11,1,13,14
2462,1,1,1,2,1,3,3
2463,1,1,8,11,1,22,28
2464,2,1,12,17,1,22,14
2465,1,1,12,8,12,22,27
2468,1,1,14,5,1,23,27
2469,2,1,12,9,1,22,27
2471,2,1,12,6,12,22,27
2472,1,1,1,14,1,1,1
2473,1,1,12,4,1,1,1
2474,1,1,1,15,1,3,14
2475,2,1,12,3,12,13,27
2476,1,1,14,12,1,23,27
2478,1,1,1,12,1,1,14
2479,1,1,1,9,1,13,14
2481,1,1,1,5,1,13,14
2482,1,1,12,17,9,22,28
2483,1,1,17,4,16,1,28
2484,2,1,12,9,1,22,27
2485,2,1,12,4,1,22,27
2486,4,1,12,14,1,13,14
2487,1,1,9,9,1,13,1
2489,1,1,1,11,1,1,28
2492,1,1,16,3,1,1,1
2493,2,1,12,4,1,22,27
2494,1,1,1,15,1,1,14
2495,1,1,12,15,12,22,27
2496,1,1,1,2,1,13,27
2497,2,1,1,3,1,22,1
2498,1,17,12,2,12,1,14
2499,1,1,12,10,12,22,27
2500,1,3,15,6,14,5,4
2501,2,1,12,3,9,22,27
2502,1,1,16,1,1,13,27
2503,2,1,12,12,1,3,1
2504,1,1,9,16,1,23,27
2505,1,1,1,12,1,13,14
2506,1,1,1,13,1,13,14
2507,1,1,12,3,1,23,27
2508,1,1,8,2,1,13,28
2509,1,1,14,5,1,13,28
2510,1,9,5,15,1,13,28
2512,1,1,8,12,1,3,3
2513,1,9,5,6,1,13,1
2514,1,1,1,14,1,1,3
2516,1,1,8,5,1,1,1
2517,1,1,1,12,1,13,1
2518,1,1,8,11,1,13,29
2519,1,1,1,15,1,23,28
2520,1,1,1,11,1,23,27
2521,1,1,1,11,1,4,3
2522,1,1,8,12,1,1,14
2523,1,1,8,16,1,13,1
2524,1,1,8,10,1,1,14
2525,1,1,1,6,1,3,1
2526,1,1,1,5,1,1,1
2527,1,1,8,12,1,13,14
2528,1,1,8,15,1,3,28
2529,1,1,8,9,1,13,28
2530,1,1,8,15,1,1,1
2531,1,1,15,4,14,22,28
2532,1,1,7,10,1,23,27
2534,1,1,1,10,1,23,28
2537,1,1,1,14,1,13,14
2538,1,12,6,14,1,27,1
2539,1,1,9,8,1,23,14
2540,1,1,4,9,3,1,29
2541,1,1,1,16,1,13,14
2542,1,1,8,13,1,1,1
2543,1,1,8,5,1,13,1
2545,1,1,1,15,1,3,1
2546,1,1,1,10,1,13,14
2547,1,1,1,12,1,13,27
2548,1,1,1,15,1,13,14
2549,1,1,8,11,1,1,2
2550,1,9,14,3,1,22,27
2552,1,1,1,3,1,23,27
2553,1,1,8,17,1,19,24
2556,1,12,6,9,1,1,1
2559,1,1,1,15,1,13,1
2560,1,1,8,16,1,3,14
2561,1,1,1,12,1,13,27
2562,2,1,12,12,12,23,28
2564,1,14,1,11,1,22,27
2565,1,12,6,10,1,13,14
2566,1,1,8,12,1,23,1
2569,1,1,1,15,1,13,1
2570,1,1,1,12,1,13,27
2571,1,1,1,12,1,23,28
2572,1,1,1,10,1,1,1
2573,1,1,1,12,1,22,14
2574,1,1,7,15,1,22,28
2575,2,1,12,3,1,22,27
2576,1,1,15,6,14,22,27
2577,1,1,1,11,1,22,27
2578,1,1,8,12,1,13,27
2579,1,1,1,10,1,22,27
2580,1,1,1,10,1,13,27
2581,1,1,12,4,1,23,28
2582,1,1,1,9,1,23,27
2584,1,1,1,16,1,13,10
2585,1,1,8,3,1,22,24
2588,1,1,8,16,1,22,27
2590,1,1,12,4,1,13,14
2592,1,1,4,9,3,22,14
2593,1,1,12,13,1,13,14
2595,1,1,8,5,1,13,27
2596,1,1,1,5,1,1,27
2597,1,1,14,2,1,13,28
2600,1,1,8,16,1,22,27
2602,1,1,1,10,1,23,14
2603,1,1,1,6,1,23,27
2604,1,1,8,10,1,22,27
2605,2,1,15,6,14,22,27
2606,1,1,5,6,1,22,27
2607,1,1,1,15,1,22,1
2608,1,1,8,11,1,23,28
2609,2,1,14,17,1,22,27
2610,1,1,8,12,1,1,28
2611,1,1,8,15,1,1,1
2612,1,14,1,8,1,1,14
2613,1,1,12,17,1,1,28
2614,1,1,1,7,1,3,14
2615,1,1,1,8,1,1,1
2616,1,1,8,16,1,13,28
2617,1,1,8,11,1,1,14
2618,1,1,8,16,1,23,14
2619,1,1,15,10,1,1,1
2621,1,1,1,5,1,1,27
2622,1,1,16,3,16,13,27
2623,1,14,14,17,1,22,27
2624,1,9,1,15,1,1,27
2625,1,1,12,17,1,22,27
2626,1,1,1,12,1,1,1
2630,1,1,12,17,1,1,1
2631,1,1,8,11,1,23,28
2632,1,1,14,12,1,1,1
2633,1,1,1,12,1,13,1
2635,1,1,12,13,1,3,1
2636,1,1,1,11,1,22,27
2637,1,1,7,2,1,3,3
2638,1,1,8,9,1,22,28
2639,1,1,1,2,1,13,14
2640,2,1,12,7,12,22,27
2641,1,1,1,15,1,23,28
2642,1,1,8,14,1,3,4
2643,1,1,12,17,1,22,1
2644,1,1,12,4,1,22,14
2645,1,1,1,2,1,1,27
2647,1,1,15,4,14,23,28
2648,1,1,14,3,9,22,1
2649,1,1,1,12,1,13,28
2651,1,1,4,4,3,3,14
2652,1,1,1,14,1,3,14
2653,2,1,12,9,1,22,27
2654,1,1,8,12,1,3,28
2655,1,1,12,12,1,22,27
2656,1,1,7,2,1,1,3
2658,1,1,1,2,1,23,27
2659,1,1,1,11,1,22,27
2660,2,1,12,17,1,13,27
2661,2,1,12,15,13,22,27
2662,1,1,1,12,1,1,14
2663,1,1,12,17,1,1,1
2664,2,1,12,17,1,22,3
2665,2,1,12,15,1,22,27
2666,1,1,8,5,1,23,1
2667,2,1,12,17,12,13,14
2669,1,1,12,3,1,22,28
2671,2,1,12,17,1,23,28
2672,1,1,1,11,1,13,1
2674,1,1,8,14,1,13,27
2676,2,1,13,13,1,22,27
2677,1,1,14,17,1,22,27
2679,1,1,12,17,1,22,28
2680,4,1,14,12,12,19,24
2681,2,1,12,12,12,23,28
2682,1,1,4,17,3,22,27
2683,1,1,8,6,1,1,14
2684,1,1,4,4,3,1,14
2687,1,1,13,7,1,13,14
2689,1,1,8,15,1,1,28
2690,1,1,8,9,1,13,14
2691,1,1,1,9,1,1,4
2692,1,1,8,9,1,13,14
2693,1,1,1,4,1,23,1
2694,1,1,1,15,1,1,1
2696,1,1,12,11,12,13,14
2698,1,1,15,5,14,22,1
2699,1,1,1,12,1,22,27
2700,1,1,1,2,1,1,1
2701,2,1,13,4,1,3,1
2702,1,1,8,7,1,23,14
2703,1,1,15,4,14,1,28
2705,1,1,12,9,1,13,5
2706,1,1,1,8,1,3,3
2707,1,1,1,9,1,1,3
2708,1,1,3,5,1,3,1
2710,1,1,8,11,1,23,27
2711,1,1,14,3,1,22,27
2712,1,1,1,9,1,22,28
2713,1,1,14,8,1,3,3
2714,1,1,12,6,1,1,1
2715,1,1,1,12,1,23,28
2717,1,14,6,14,1,1,1
2718,1,1,1,12,1,1,1
2719,1,1,1,6,1,3,1
2720,1,1,1,6,1,1,28
2723,1,1,8,9,1,13,1
2724,1,1,12,12,1,22,27
2726,1,1,15,6,14,13,14
2727,1,1,8,12,1,23,14
2729,1,1,1,8,1,23,28
2730,1,1,1,10,1,4,1
2731,1,1,1,10,1,2,10
2734,1,1,1,15,1,1,10
2735,1,1,1,12,1,22,27
2736,1,1,8,12,1,1,27
2737,1,1,1,8,1,3,1
2738,1,1,8,9,1,23,27
2739,1,1,1,6,1,22,1
2740,1,1,1,5,1,13,28
2741,1,1,8,3,1,19,24
2742,1,1,1,10,1,22,27
2743,1,1,1,10,1,1,1
2744,1,1,12,11,1,13,14
2745,1,1,1,16,1,22,14
2747,1,1,13,4,1,3,2
2748,2,1,12,17,1,22,27
2749,2,1,12,17,1,22,27
2750,1,1,12,7,1,1,28
2751,1,1,12,14,9,1,27
2752,2,1,12,3,12,13,27
2753,1,1,14,17,1,23,28
2754,1,1,4,17,15,23,28
2755,1,1,4,10,15,22,27
2756,1,1,12,9,1,22,27
2757,1,1,15,6,14,3,5
2760,1,1,12,12,4,3,28
2763,1,1,14,3,3,7,7
2765,1,1,7,12,1,1,1
2766,1,1,4,12,3,22,27
2767,6,1,8,3,1,13,1
2768,1,1,8,9,1,23,14
2769,1,1,1,12,1,1,14
2770,1,1,8,13,1,13,28
2771,1,1,1,12,1,22,27
2773,1,1,13,12,1,1,1
2775,1,1,1,12,1,23,27
2778,1,1,4,4,3,1,27
2779,1,1,1,10,1,13,14
2780,1,1,1,12,1,23,28
2781,1,1,1,16,1,19,27
2784,1,1,1,5,1,22,27
2785,1,1,1,3,1,22,27
2786,1,1,12,15,7,23,1
2788,1,1,12,14,1,13,14
2789,1,1,12,2,1,22,27
2790,1,1,8,9,1,13,27
2791,1,1,1,6,1,23,14
2792,4,1,12,3,1,22,27
2793,1,1,1,2,1,23,27
2795,2,1,12,12,13,22,27
2796,1,1,12,12,1,22,27
2797,1,1,1,14,1,1,28
2798,1,1,13,12,1,13,1
2799,1,1,13,7,1,1,1
2800,1,1,1,11,1,3,14
2801,1,1,15,8,14,3,1
2802,1,1,1,15,1,13,27
2803,1,1,1,6,1,13,14
2804,1,1,1,10,1,13,14
2805,1,1,1,12,1,13,14
2806,1,10,9,15,1,22,14
2808,1,1,1,15,1,1,28
2810,1,1,1,16,1,23,27
2811,1,1,12,12,1,13,1
2812,1,1,8,12,1,1,1
2813,1,1,1,10,1,1,14
2814,1,1,1,2,1,3,28
2815,1,1,8,10,1,22,28
2816,1,1,1,12,1,13,14
2818,2,1,4,3,3,22,24
2820,1,1,9,12,1,1,1
2821,1,1,9,6,1,5,3
2822,1,1,15,10,1,1,28
2825,1,1,8,8,1,13,14
2826,1,1,1,14,1,1,14
2827,2,1,12,17,1,22,27
2829,1,1,8,2,1,3,1
2830,1,1,8,9,1,13,28
2834,1,1,12,6,1,13,14
2835,2,1,14,9,1,13,27
2836,2,1,12,17,1,19,24
2838,1,1,12,17,1,22,27
2839,1,1,1,6,1,23,14
2841,2,1,12,4,1,22,27
2842,2,1,12,5,1,3,1
2843,4,1,1,17,1,22,27
2845,1,1,15,4,14,23,28
2846,2,1,12,13,9,19,24
2847,2,1,12,15,12,22,27
2848,2,1,13,9,1,22,27
2849,1,1,15,6,14,3,3
2850,1,1,9,15,1,1,1
2851,1,1,1,15,1,1,27
2852,1,1,17,4,16,1,1
2853,1,1,9,5,1,1,1
2854,1,1,1,12,1,13,14
2855,1,1,8,12,1,1,1
2856,1,1,1,15,1,1,3
2857,1,1,1,2,1,1,1
2858,1,1,1,14,1,2,1
2860,4,1,14,10,1,22,27
2861,1,1,1,6,1,3,3
2862,2,1,12,3,1,22,27
2863,1,1,14,16,1,22,27
2864,1,1,8,15,1,1,1
2865,4,1,12,9,1,22,27
2866,2,1,12,3,12,3,14
2867,1,1,12,4,12,22,27
2869,2,1,12,17,12,22,27
2870,1,1,1,2,3,3,3
2871,2,1,12,12,1,22,27
2873,5,1,13,11,2,22,27
2874,2,1,12,17,9,22,24
2876,1,3,12,13,1,3,3
2878,2,1,13,16,1,22,27
2879,4,1,12,3,1,23,27
2880,4,1,12,3,12,22,27
2882,2,1,12,17,1,22,27
2883,2,1,12,3,1,22,27
2884,1,1,4,4,3,22,27
2885,1,1,12,3,2,22,27
2886,2,1,12,17,1,22,27
2887,1,1,1,16,1,13,27
2888,1,1,8,10,1,22,27
2889,1,1,8,14,1,23,14
2890,2,1,12,3,9,19,24
2891,1,1,12,17,1,3,1
2892,1,1,1,14,1,1,14
2893,2,1,14,3,1,19,24
2894,1,1,8,16,1,23,27
2895,2,1,1,3,1,22,27
2897,1,1,14,12,1,3,3
2898,1,1,9,12,1,3,14
2899,1,1,8,2,1,2,1
2901,2,1,4,3,3,13,14
2902,2,3,12,13,1,23,28
2903,1,1,8,10,1,1,1
2904,1,1,12,3,1,22,27
2905,1,1,8,15,1,3,1
2906,4,1,12,3,1,22,28
2907,2,1,1,12,1,1,27
2908,1,1,14,6,1,22,27
2909,1,1,15,4,1,1,14
2910,1,1,8,15,1,1,1
2911,1,1,1,12,1,13,14
2912,1,1,14,6,1,19,24
2913,1,1,1,10,1,14,21
2914,6,1,12,9,1,22,27
2916,2,1,4,3,3,22,27
2917,1,1,1,12,1,23,28
2918,1,1,14,17,2,22,27
2919,5,1,12,4,12,13,1
2920,1,1,1,2,1,13,14
2922,2,1,12,10,12,22,27
2923,1,1,12,14,1,19,24
2924,2,1,12,12,1,13,27
2925,1,1,1,15,1,22,27
2926,1,1,15,3,14,1,3
2927,1,1,1,9,1,13,27
2928,1,1,1,2,1,22,27
2930,1,1,12,17,7,22,24
2931,1,1,1,8,1,6,6
2932,1,1,12,17,1,22,27
2933,1,1,1,12,1,13,14
2934,2,1,12,3,9,19,24
2935,1,9,14,15,1,19,24
2936,1,1,15,6,1,17,8
2937,1,1,14,16,1,19,24
2939,1,1,12,3,1,22,27
2940,4,1,12,3,3,22,27
2942,1,1,1,2,1,25,1
2943,1,1,12,4,1,13,14
2944,1,1,1,12,1,4,3
2945,2,1,12,16,1,22,14
2946,1,1,15,16,14,3,27
2947,1,1,8,14,1,4,1
2948,1,1,1,16,1,1,14
2949,1,1,12,6,1,3,3
2950,2,1,1,4,1,13,28
2951,1,1,1,6,1,1,1
2953,1,1,12,2,1,22,27
2954,4,1,12,10,1,22,27
2955,1,1,1,2,1,22,27
2956,1,1,4,12,3,22,27
2957,2,1,12,3,3,22,27
2958,2,1,12,16,12,22,14
2959,5,1,12,11,1,2,2
2960,1,1,1,14,1,1,1
2961,1,1,1,12,1,13,27
2962,1,1,9,5,1,1,1
2963,2,1,1,17,3,1,3
2964,1,1,1,5,1,13,14
2965,1,1,8,9,1,1,3
2966,1,1,13,12,1,3,3
2968,1,1,12,3,1,20,27
2969,1,1,12,14,1,13,3
2970,1,1,14,10,1,13,14
2971,1,1,12,17,3,13,1
2973,1,1,7,9,1,22,27
2974,1,1,1,2,1,1,14
2975,5,1,14,17,3,3,3
2976,1,1,1,11,1,1,14
2977,1,1,13,16,9,1,3
2978,1,1,1,5,1,5,3
2979,1,1,1,6,1,3,2
2980,1,1,8,15,1,22,14
2981,1,1,1,5,1,13,27
2982,1,1,8,12,1,3,14
2983,1,1,4,16,3,13,14
2984,1,1,13,12,6,1,14
2985,1,1,8,5,1,22,14
2987,2,1,12,3,12,19,24
2988,1,1,8,2,1,3,3
2990,1,1,1,8,1,13,14
2991,1,1,9,12,1,22,27
2992,1,1,1,15,1,3,3
2993,2,1,12,3,1,22,27
2994,1,1,8,15,1,1,28
2995,1,1,8,12,1,1,1
2996,1,1,8,10,1,13,1
2998,1,1,1,8,1,3,14
2999,4,1,12,3,1,13,14
3001,1,1,1,12,1,4,1
3002,1,1,1,15,1,3,1
3003,1,1,8,13,1,13,14
3004,1,1,8,9,1,22,28
3005,1,1,1,12,1,13,28
3006,1,1,1,9,1,1,14
3008,1,1,1,8,1,25,14
3009,1,1,1,12,1,1,10
3010,1,1,8,6,1,3,2
3011,1,1,1,6,1,2,2
3012,1,1,7,12,1,22,27
3013,1,1,8,14,1,1,1
3014,1,1,1,12,1,1,27
3015,1,1,1,12,1,23,1
3016,1,1,17,6,16,1,14
3017,1,1,1,12,1,3,3
3018,1,1,7,6,1,22,27
3019,1,1,8,10,1,3,3
3020,1,1,8,8,1,13,7
3021,1,1,1,12,1,3,1
3022,1,1,8,16,1,23,14
3023,1,1,1,2,1,23,14
3024,1,1,1,2,1,13,27
3025,1,1,1,12,1,1,1
3027,1,1,1,15,1,26,1
3028,1,1,12,3,1,22,27
3029,1,1,8,9,1,22,27
3030,1,1,4,16,3,22,27
3031,1,1,14,12,1,23,3
3032,1,1,9,12,1,13,1
3033,1,1,3,10,1,25,28
3034,1,1,1,6,1,3,4
3035,1,1,1,11,1,10,1
3036,1,1,1,12,1,3,3
3037,1,1,1,14,1,1,1
3038,1,1,1,15,1,23,14
3039,1,1,1,16,1,23,28
3040,1,1,1,15,1,1,14
3042,1,1,8,14,1,1,27
3043,1,1,1,5,1,3,3
3044,1,1,3,11,1,1,27
3045,1,1,8,16,1,1,1
3047,1,1,1,15,1,22,27
3048,1,1,1,9,1,1,14
3049,1,1,1,6,1,23,27
3050,2,1,12,13,1,22,27
3052,1,1,7,6,1,22,27
3053,1,1,8,6,1,23,14
